instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
15970562,62385,BHEL26JUNFUT,BHEL,0.0,2026-06-30,0.0,0.05,2625,FUT,NFO-FUT,NFO
15648770,61128,BHEL26JULFUT,BHEL,0.0,2026-07-28,0.0,0.05,2625,FUT,NFO-FUT,NFO
14882050,58133,BHEL26AUGFUT,BHEL,0.0,2026-08-25,0.0,0.05,2625,FUT,NFO-FUT,NFO
15970818,62386,BIOCON26JUNFUT,BIOCON,0.0,2026-06-30,0.0,0.05,2500,FUT,NFO-FUT,NFO
15649026,61129,BIOCON26JULFUT,BIOCON,0.0,2026-07-28,0.0,0.05,2500,FUT,NFO-FUT,NFO
14882306,58134,BIOCON26AUGFUT,BIOCON,0.0,2026-08-25,0.0,0.05,2500,FUT,NFO-FUT,NFO
15971074,62387,BLUESTARCO26JUNFUT,BLUESTARCO,0.0,2026-06-30,0.0,0.1,325,FUT,NFO-FUT,NFO
15649282,61130,BLUESTARCO26JULFUT,BLUESTARCO,0.0,2026-07-28,0.0,0.1,325,FUT,NFO-FUT,NFO
14882562,58135,BLUESTARCO26AUGFUT,BLUESTARCO,0.0,2026-08-25,0.0,0.1,325,FUT,NFO-FUT,NFO
15972354,62392,BOSCHLTD26JUNFUT,BOSCHLTD,0.0,2026-06-30,0.0,5.0,25,FUT,NFO-FUT,NFO
15649538,61131,BOSCHLTD26JULFUT,BOSCHLTD,0.0,2026-07-28,0.0,5.0,25,FUT,NFO-FUT,NFO
14882818,58136,BOSCHLTD26AUGFUT,BOSCHLTD,0.0,2026-08-25,0.0,5.0,25,FUT,NFO-FUT,NFO
15972610,62393,BPCL26JUNFUT,BPCL,0.0,2026-06-30,0.0,0.05,1975,FUT,NFO-FUT,NFO
15649794,61132,BPCL26JULFUT,BPCL,0.0,2026-07-28,0.0,0.05,1975,FUT,NFO-FUT,NFO
14883330,58138,BPCL26AUGFUT,BPCL,0.0,2026-08-25,0.0,0.05,1975,FUT,NFO-FUT,NFO
15972866,62394,BRITANNIA26JUNFUT,BRITANNIA,0.0,2026-06-30,0.0,0.5,125,FUT,NFO-FUT,NFO
15650050,61133,BRITANNIA26JULFUT,BRITANNIA,0.0,2026-07-28,0.0,0.5,125,FUT,NFO-FUT,NFO
14883842,58140,BRITANNIA26AUGFUT,BRITANNIA,0.0,2026-08-25,0.0,0.5,125,FUT,NFO-FUT,NFO
15973122,62395,BSE26JUNFUT,BSE,0.0,2026-06-30,0.0,0.1,375,FUT,NFO-FUT,NFO
15650306,61134,BSE26JULFUT,BSE,0.0,2026-07-28,0.0,0.1,200,FUT,NFO-FUT,NFO
14884098,58141,BSE26AUGFUT,BSE,0.0,2026-08-25,0.0,0.1,200,FUT,NFO-FUT,NFO
15973378,62396,CAMS26JUNFUT,CAMS,0.0,2026-06-30,0.0,0.05,750,FUT,NFO-FUT,NFO
15650562,61135,CAMS26JULFUT,CAMS,0.0,2026-07-28,0.0,0.05,825,FUT,NFO-FUT,NFO
14884354,58142,CAMS26AUGFUT,CAMS,0.0,2026-08-25,0.0,0.05,825,FUT,NFO-FUT,NFO
15973634,62397,CANBK26JUNFUT,CANBK,0.0,2026-06-30,0.0,0.01,6750,FUT,NFO-FUT,NFO
15650818,61136,CANBK26JULFUT,CANBK,0.0,2026-07-28,0.0,0.01,6750,FUT,NFO-FUT,NFO
14884610,58143,CANBK26AUGFUT,CANBK,0.0,2026-08-25,0.0,0.01,6750,FUT,NFO-FUT,NFO
15973890,62398,CDSL26JUNFUT,CDSL,0.0,2026-06-30,0.0,0.1,475,FUT,NFO-FUT,NFO
15651586,61139,CDSL26JULFUT,CDSL,0.0,2026-07-28,0.0,0.1,475,FUT,NFO-FUT,NFO
14884866,58144,CDSL26AUGFUT,CDSL,0.0,2026-08-25,0.0,0.1,475,FUT,NFO-FUT,NFO
15975170,62403,CGPOWER26JUNFUT,CGPOWER,0.0,2026-06-30,0.0,0.05,850,FUT,NFO-FUT,NFO
15651842,61140,CGPOWER26JULFUT,CGPOWER,0.0,2026-07-28,0.0,0.05,850,FUT,NFO-FUT,NFO
14885122,58145,CGPOWER26AUGFUT,CGPOWER,0.0,2026-08-25,0.0,0.05,850,FUT,NFO-FUT,NFO
15975938,62406,CHOLAFIN26JUNFUT,CHOLAFIN,0.0,2026-06-30,0.0,0.1,625,FUT,NFO-FUT,NFO
15652098,61141,CHOLAFIN26JULFUT,CHOLAFIN,0.0,2026-07-28,0.0,0.1,625,FUT,NFO-FUT,NFO
14885378,58146,CHOLAFIN26AUGFUT,CHOLAFIN,0.0,2026-08-25,0.0,0.1,625,FUT,NFO-FUT,NFO
15976194,62407,CIPLA26JUNFUT,CIPLA,0.0,2026-06-30,0.0,0.1,375,FUT,NFO-FUT,NFO
15652354,61142,CIPLA26JULFUT,CIPLA,0.0,2026-07-28,0.0,0.1,425,FUT,NFO-FUT,NFO
14885634,58147,CIPLA26AUGFUT,CIPLA,0.0,2026-08-25,0.0,0.1,425,FUT,NFO-FUT,NFO
15976450,62408,COALINDIA26JUNFUT,COALINDIA,0.0,2026-06-30,0.0,0.05,1350,FUT,NFO-FUT,NFO
15652610,61143,COALINDIA26JULFUT,COALINDIA,0.0,2026-07-28,0.0,0.05,1350,FUT,NFO-FUT,NFO
14885890,58148,COALINDIA26AUGFUT,COALINDIA,0.0,2026-08-25,0.0,0.05,1350,FUT,NFO-FUT,NFO
15983618,62436,COCHINSHIP26JUNFUT,COCHINSHIP,0.0,2026-06-30,0.0,0.1,400,FUT,NFO-FUT,NFO
15652866,61144,COCHINSHIP26JULFUT,COCHINSHIP,0.0,2026-07-28,0.0,0.1,400,FUT,NFO-FUT,NFO
14886146,58149,COCHINSHIP26AUGFUT,COCHINSHIP,0.0,2026-08-25,0.0,0.1,400,FUT,NFO-FUT,NFO
15983874,62437,COFORGE26JUNFUT,COFORGE,0.0,2026-06-30,0.0,0.1,375,FUT,NFO-FUT,NFO
15653122,61145,COFORGE26JULFUT,COFORGE,0.0,2026-07-28,0.0,0.1,475,FUT,NFO-FUT,NFO
14886914,58152,COFORGE26AUGFUT,COFORGE,0.0,2026-08-25,0.0,0.1,475,FUT,NFO-FUT,NFO
15999490,62498,COLPAL26JUNFUT,COLPAL,0.0,2026-06-30,0.0,0.1,225,FUT,NFO-FUT,NFO
15653378,61146,COLPAL26JULFUT,COLPAL,0.0,2026-07-28,0.0,0.1,275,FUT,NFO-FUT,NFO
14887170,58153,COLPAL26AUGFUT,COLPAL,0.0,2026-08-25,0.0,0.1,275,FUT,NFO-FUT,NFO
15999746,62499,CONCOR26JUNFUT,CONCOR,0.0,2026-06-30,0.0,0.05,1250,FUT,NFO-FUT,NFO
15654146,61149,CONCOR26JULFUT,CONCOR,0.0,2026-07-28,0.0,0.05,1250,FUT,NFO-FUT,NFO
14887426,58154,CONCOR26AUGFUT,CONCOR,0.0,2026-08-25,0.0,0.05,1250,FUT,NFO-FUT,NFO
16002050,62508,CROMPTON26JUNFUT,CROMPTON,0.0,2026-06-30,0.0,0.05,1800,FUT,NFO-FUT,NFO
15654402,61150,CROMPTON26JULFUT,CROMPTON,0.0,2026-07-28,0.0,0.05,2150,FUT,NFO-FUT,NFO
14887682,58155,CROMPTON26AUGFUT,CROMPTON,0.0,2026-08-25,0.0,0.05,2150,FUT,NFO-FUT,NFO
16002306,62509,CUMMINSIND26JUNFUT,CUMMINSIND,0.0,2026-06-30,0.0,0.5,200,FUT,NFO-FUT,NFO
15654658,61151,CUMMINSIND26JULFUT,CUMMINSIND,0.0,2026-07-28,0.0,0.5,200,FUT,NFO-FUT,NFO
14887938,58156,CUMMINSIND26AUGFUT,CUMMINSIND,0.0,2026-08-25,0.0,0.5,200,FUT,NFO-FUT,NFO
16014082,62555,DABUR26JUNFUT,DABUR,0.0,2026-06-30,0.0,0.05,1250,FUT,NFO-FUT,NFO
15654914,61152,DABUR26JULFUT,DABUR,0.0,2026-07-28,0.0,0.05,1250,FUT,NFO-FUT,NFO
14888194,58157,DABUR26AUGFUT,DABUR,0.0,2026-08-25,0.0,0.05,1250,FUT,NFO-FUT,NFO
16014338,62556,DALBHARAT26JUNFUT,DALBHARAT,0.0,2026-06-30,0.0,0.1,325,FUT,NFO-FUT,NFO
15656194,61157,DALBHARAT26JULFUT,DALBHARAT,0.0,2026-07-28,0.0,0.1,325,FUT,NFO-FUT,NFO
14888450,58158,DALBHARAT26AUGFUT,DALBHARAT,0.0,2026-08-25,0.0,0.1,325,FUT,NFO-FUT,NFO
16014594,62557,DELHIVERY26JUNFUT,DELHIVERY,0.0,2026-06-30,0.0,0.05,2075,FUT,NFO-FUT,NFO
15656450,61158,DELHIVERY26JULFUT,DELHIVERY,0.0,2026-07-28,0.0,0.05,2075,FUT,NFO-FUT,NFO
14888706,58159,DELHIVERY26AUGFUT,DELHIVERY,0.0,2026-08-25,0.0,0.05,2075,FUT,NFO-FUT,NFO
16015618,62561,DIVISLAB26JUNFUT,DIVISLAB,0.0,2026-06-30,0.0,0.5,100,FUT,NFO-FUT,NFO
15656706,61159,DIVISLAB26JULFUT,DIVISLAB,0.0,2026-07-28,0.0,0.5,100,FUT,NFO-FUT,NFO
14888962,58160,DIVISLAB26AUGFUT,DIVISLAB,0.0,2026-08-25,0.0,0.5,100,FUT,NFO-FUT,NFO
16015874,62562,DIXON26JUNFUT,DIXON,0.0,2026-06-30,0.0,1.0,50,FUT,NFO-FUT,NFO
15656962,61160,DIXON26JULFUT,DIXON,0.0,2026-07-28,0.0,1.0,50,FUT,NFO-FUT,NFO
14889218,58161,DIXON26AUGFUT,DIXON,0.0,2026-08-25,0.0,1.0,50,FUT,NFO-FUT,NFO
16016130,62563,DLF26JUNFUT,DLF,0.0,2026-06-30,0.0,0.05,825,FUT,NFO-FUT,NFO
15657218,61161,DLF26JULFUT,DLF,0.0,2026-07-28,0.0,0.05,950,FUT,NFO-FUT,NFO
14889474,58162,DLF26AUGFUT,DLF,0.0,2026-08-25,0.0,0.05,950,FUT,NFO-FUT,NFO
16016386,62564,DMART26JUNFUT,DMART,0.0,2026-06-30,0.0,0.1,150,FUT,NFO-FUT,NFO
15657474,61162,DMART26JULFUT,DMART,0.0,2026-07-28,0.0,0.1,150,FUT,NFO-FUT,NFO
14889730,58163,DMART26AUGFUT,DMART,0.0,2026-08-25,0.0,0.1,150,FUT,NFO-FUT,NFO
16016642,62565,DRREDDY26JUNFUT,DRREDDY,0.0,2026-06-30,0.0,0.1,625,FUT,NFO-FUT,NFO
15657730,61163,DRREDDY26JULFUT,DRREDDY,0.0,2026-07-28,0.0,0.1,625,FUT,NFO-FUT,NFO
14891522,58170,DRREDDY26AUGFUT,DRREDDY,0.0,2026-08-25,0.0,0.1,625,FUT,NFO-FUT,NFO
16016898,62566,EICHERMOT26JUNFUT,EICHERMOT,0.0,2026-06-30,0.0,0.5,100,FUT,NFO-FUT,NFO
15657986,61164,EICHERMOT26JULFUT,EICHERMOT,0.0,2026-07-28,0.0,0.5,100,FUT,NFO-FUT,NFO
14894338,58181,EICHERMOT26AUGFUT,EICHERMOT,0.0,2026-08-25,0.0,0.5,100,FUT,NFO-FUT,NFO
16017154,62567,ETERNAL26JUNFUT,ETERNAL,0.0,2026-06-30,0.0,0.01,2425,FUT,NFO-FUT,NFO
15658242,61165,ETERNAL26JULFUT,ETERNAL,0.0,2026-07-28,0.0,0.01,2425,FUT,NFO-FUT,NFO
14894594,58182,ETERNAL26AUGFUT,ETERNAL,0.0,2026-08-25,0.0,0.01,2425,FUT,NFO-FUT,NFO
16017410,62568,EXIDEIND26JUNFUT,EXIDEIND,0.0,2026-06-30,0.0,0.05,1800,FUT,NFO-FUT,NFO
15658498,61166,EXIDEIND26JULFUT,EXIDEIND,0.0,2026-07-28,0.0,0.05,1800,FUT,NFO-FUT,NFO
16017666,62569,FEDERALBNK26JUNFUT,FEDERALBNK,0.0,2026-06-30,0.0,0.05,2500,FUT,NFO-FUT,NFO
15658754,61167,FEDERALBNK26JULFUT,FEDERALBNK,0.0,2026-07-28,0.0,0.05,2500,FUT,NFO-FUT,NFO
14894850,58183,FEDERALBNK26AUGFUT,FEDERALBNK,0.0,2026-08-25,0.0,0.05,2500,FUT,NFO-FUT,NFO
15955714,62327,FINNIFTY26JUNFUT,FINNIFTY,0.0,2026-06-30,0.0,0.1,60,FUT,NFO-FUT,NFO
15639298,61091,FINNIFTY26JULFUT,FINNIFTY,0.0,2026-07-28,0.0,0.1,60,FUT,NFO-FUT,NFO
14865922,58070,FINNIFTY26AUGFUT,FINNIFTY,0.0,2026-08-25,0.0,0.1,60,FUT,NFO-FUT,NFO
16018434,62572,FORCEMOT26JUNFUT,FORCEMOT,0.0,2026-06-30,0.0,1.0,25,FUT,NFO-FUT,NFO
15659010,61168,FORCEMOT26JULFUT,FORCEMOT,0.0,2026-07-28,0.0,1.0,25,FUT,NFO-FUT,NFO
14895106,58184,FORCEMOT26AUGFUT,FORCEMOT,0.0,2026-08-25,0.0,1.0,25,FUT,NFO-FUT,NFO
16018946,62574,FORTIS26JUNFUT,FORTIS,0.0,2026-06-30,0.0,0.05,775,FUT,NFO-FUT,NFO
15659266,61169,FORTIS26JULFUT,FORTIS,0.0,2026-07-28,0.0,0.05,775,FUT,NFO-FUT,NFO
14896130,58188,FORTIS26AUGFUT,FORTIS,0.0,2026-08-25,0.0,0.05,775,FUT,NFO-FUT,NFO
16019202,62575,GAIL26JUNFUT,GAIL,0.0,2026-06-30,0.0,0.01,3150,FUT,NFO-FUT,NFO
15659522,61170,GAIL26JULFUT,GAIL,0.0,2026-07-28,0.0,0.01,3550,FUT,NFO-FUT,NFO
14896386,58189,GAIL26AUGFUT,GAIL,0.0,2026-08-25,0.0,0.01,3550,FUT,NFO-FUT,NFO
16019714,62577,GLENMARK26JUNFUT,GLENMARK,0.0,2026-06-30,0.0,0.1,375,FUT,NFO-FUT,NFO
15659778,61171,GLENMARK26JULFUT,GLENMARK,0.0,2026-07-28,0.0,0.1,375,FUT,NFO-FUT,NFO
14898690,58198,GLENMARK26AUGFUT,GLENMARK,0.0,2026-08-25,0.0,0.1,375,FUT,NFO-FUT,NFO
16019970,62578,GMRAIRPORT26JUNFUT,GMRAIRPORT,0.0,2026-06-30,0.0,0.01,6975,FUT,NFO-FUT,NFO
15661570,61178,GMRAIRPORT26JULFUT,GMRAIRPORT,0.0,2026-07-28,0.0,0.01,6975,FUT,NFO-FUT,NFO
